"ISIR_Field_Name","Aid_Year","Auto_Code_Clearing_Logic","Documents_Required","Additional_Notification_Message","Resolution_Required","Flag_Index"
"ISSTUDENTMARRIED","2016-2017","return true;","","","false","63"
"LEGALSTATERESIDENCE","2016-2017","return true;","","","false","17"
"MAILINGADDRESS","2016-2017","return true;","","","false","3"
"MARITALSTATUSDATE","2016-2017","return true;","","","false","16"
"ORPHANWARDOFCOURTORFOSTERCARE","2016-2017","return true;","","","false","69"
"PARENT1DATEOFBIRTH","2016-2017","return true;","","","false","80"
"PARENT1FIRSTNAMEINITIAL","2016-2017","return true;","","","false","79"
"PARENT1HIGHESTGRADELEVELCOMPLETED","2016-2017","return true;","","","false","23"
"PARENT1INCOMEEARNEDFROMWORK","2016-2017","return true;","","","false","104"
"PARENT1LASTNAME","2016-2017","return true;","","","false","78"
"PARENT1SOCIALSECURITYNUMBER","2016-2017","return true;","","","false","77"
"PARENT2DATEOFBIRTH","2016-2017","return true;","","","false","84"
"PARENT2FIRSTNAMEINITIAL","2016-2017","return true;","","","false","83"
"PARENT2HIGHESTGRADELEVELCOMPLETED","2016-2017","return true;","","","false","24"
"PARENT2INCOMEEARNEDFROMWORK","2016-2017","return true;","","","false","105"
"PARENT2LASTNAME","2016-2017","return true;","","","false","82"
"PARENT2SOCIALSECURITYNUMBER","2016-2017","return true;","","","false","81"
"PARENTDISLOCATEDWORKER","2016-2017","return true;","","","false","100"
"PARENTFOODSTAMPBENEFITS","2016-2017","return true;","","","false","92"
"PARENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","2016-2017","return true;","","","false","93"
"PARENTSADJUSTEDGROSSINCOMEFROMIRSFORM","2016-2017","return true;","","","false","101"
"PARENTSBUSINESSANDORINVESTMENTFARMNETWORTH","2016-2017","return true;","","","false","108"
"PARENTSCASHSAVINGSANDCHECKING","2016-2017","return true;","","","false","106"
"PARENTSCHILDSUPPORTPAID","2016-2017","return true;","","","false","110"
"PARENTSCHILDSUPPORTRECEIVED","2016-2017","return true;","","","false","117"
"PARENTSCOMBATPAY","2016-2017","return true;","","","false","113"
"PARENTSCOOPERATIVEEDUCATION","2016-2017","return true;","","","false","114"
"PARENTSEDUCATIONALCREDITS","2016-2017","return true;","","","false","109"
"PARENTSELIGIBLETOFILE1040AOR1040EZ","2016-2017","return true;","","","false","99"
"PARENTSEMAILADDRESS","2016-2017","return true;","","","false","85"
"PARENTSEXEMPTIONSCLAIMED","2016-2017","return true;","","","false","103"
"PARENTSGRANTSCHOLARSHIPAID","2016-2017","return true;","","","false","112"
"PARENTSINTERESTINCOME","2016-2017","return true;","","","false","118"
"PARENTSINVESTMENTNETWORTH","2016-2017","return true;","","","false","107"
"PARENTSIRADISTRIBUTIONS","2016-2017","return true;","","","false","119"
"PARENTSIRAPAYMENTS","2016-2017","return true;","","","false","116"
"PARENTSLEGALRESIDENCEDATE","2016-2017","return true;","","","false","88"
"PARENTSLEGALRESIDENTSBEFORE","2016-2017","return true;","","","false","87"
"PARENTSMARITALSTATUS","2016-2017","return true;","","","false","75"
"PARENTSMARITALSTATUSDATE","2016-2017","return true;","","","false","76"
"PARENTSMILITARYCLERGYALLOWANCES","2016-2017","return true;","","","false","121"
"PARENTSNEEDBASEDEMPLOYMENT","2016-2017","return true;","","","false","111"
"PARENTSNUMBERINCOLLEGE","2016-2017","return true;","","","false","90"
"PARENTSNUMBEROFFAMILYMEMBERS","2016-2017","return true;","","","false","89"
"PARENTSOTHERUNTAXEDINCOME","2016-2017","return true;","","","false","123"
"PARENTSPENSIONPAYMENTS","2016-2017","return true;","","","false","115"
"PARENTSSTATEOFLEGALRESIDENCE","2016-2017","return true;","","","false","86"
"PARENTSTAXRETURNCOMPLETED","2016-2017","return true;","","","false","96"
"PARENTSTAXRETURNFILINGSTATUS","2016-2017","return true;","","","false","98"
"PARENTSTYPEOFTAXFORMUSED","2016-2017","return true;","","","false","97"
"PARENTSUNTAXEDPENSIONS","2016-2017","return true;","","","false","120"
"PARENTSUPPLEMENTALSECURITYINCOMEBENEFITS","2016-2017","return true;","","","false","91"
"PARENTSUSINCOMETAXPAID","2016-2017","return true;","","","false","102"
"PARENTSVETERANSNONEDUCATIONBENEFITS","2016-2017","return true;","","","false","122"
"PARENTTANFBENEFITS","2016-2017","return true;","","","false","94"
"PARENTWICBENEFITS","2016-2017","return true;","","","false","95"
"PERMANENTCITY","2016-2017","return true;","","","false","4"
"PERMANENTPHONENO","2016-2017","return true;","","","false","9"
"PERMANENTSTATE","2016-2017","return true;","","","false","5"
"PERMANENTZIPCODE","2016-2017","return true;","","","false","6"
"PREPARERSEMPLOYERIDENTIFICATIONNUMBEREIN","2016-2017","return true;","","","false","155"
"PREPARERSSIGNATURE","2016-2017","return true;","","","false","156"
"PREPARERSSOCIALSECURITYNUMBER","2016-2017","return true;","","","false","154"
"PROFESSIONALJUDGMENT","2016-2017","return true;","","","false","164"
"SIGNEDBY","2016-2017","return true;","","","false","153"
"SPOUSESINCOMEEARNEDFROMWORK","2016-2017","return true;","","","false","42"
"STUDENTELIGIBLETOFILE1040AOR1040EZ","2016-2017","return true;","","","false","37"
"STUDENTFIRSTNAME","2016-2017","return true;","","","false","1"
"STUDENTFOODSTAMPBENEFITS","2016-2017","return true;","","","false","127"
"STUDENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","2016-2017","return true;","","","false","128"
"STUDENTLASTNAME","2016-2017","return true;","","","false","0"
"STUDENTLEGALRESDATE","2016-2017","return true;","","","false","19"
"STUDENTMARITALSTATUS","2016-2017","return true;","","","false","15"
"STUDENTMIDDLEINITIAL","2016-2017","return true;","","","false","2"
"STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM","2016-2017","return true;","","","false","38"
"STUDENTSBUSINESSANDORINVESTMENTFARMNETWORTH","2016-2017","return true;","","","false","45"
"STUDENTSCASHSAVINGSANDCHECKING","2016-2017","return true;","","","false","43"
"STUDENTSCHILDSUPPORTPAID","2016-2017","return true;","","","false","47"
"STUDENTSCHILDSUPPORTRECEIVED","2016-2017","return true;","","","false","54"
"STUDENTSCOMBATPAY","2016-2017","return true;","","","false","50"
"STUDENTSCOOPERATIVEEDUCATION","2016-2017","return true;","","","false","51"
"STUDENTSEDUCATIONALCREDITS","2016-2017","return true;","","","false","46"
"STUDENTSEX","2016-2017","return true;","","","false","20"
"STUDENTSEXEMPTIONSCLAIMED","2016-2017","return true;","","","false","40"
"STUDENTSGRANTSCHOLARSHIPAID","2016-2017","return true;","","","false","49"
"STUDENTSINCOMEEARNEDFROMWORK","2016-2017","return true;","","","false","41"
"STUDENTSINTERESTINCOME","2016-2017","return true;","","","false","55"
"STUDENTSINVESTMENTNETWORTH","2016-2017","return true;","","","false","44"
"STUDENTSIRADISTRIBUTIONS","2016-2017","return true;","","","false","56"
"STUDENTSIRAPAYMENTS","2016-2017","return true;","","","false","53"
"STUDENTSMILITARYCLERGYALLOWANCES","2016-2017","return true;","","","false","58"
"STUDENTSNEEDBASEDEMPLOYMENT","2016-2017","return true;","","","false","48"
"STUDENTSNUMBERINCOLLEGE","2016-2017","return true;","","","false","125"
"STUDENTSNUMBEROFFAMILYMEMBERS","2016-2017","return true;","","","false","124"
"STUDENTSOTHERNONREPORTEDMONEY","2016-2017","return true;","","","false","61"
"STUDENTSOTHERUNTAXEDINCOME","2016-2017","return true;","","","false","60"
"STUDENTSPENSIONPAYMENTS","2016-2017","return true;","","","false","52"
"STUDENTSPOUSEDISLOCATEDWORKER","2016-2017","return true;","","","false","131"
"STUDENTSSN","2016-2017","return true;","","","false","7"
"STUDENTSTAXRETURNCOMPLETED","2016-2017","return true;","","","false","34"
"STUDENTSTAXRETURNFILINGSTATUS","2016-2017","return true;","","","false","36"
"STUDENTSTYPEOFTAXFORMUSED","2016-2017","return true;","","","false","35"
"STUDENTSUNTAXEDPENSIONS","2016-2017","return true;","","","false","57"
"STUDENTSUPPLEMENTALSECURITYINCOMEBENEFITS","2016-2017","return true;","","","false","126"
"STUDENTSUSINCOMETAXPAID","2016-2017","return true;","","","false","39"
"STUDENTSVETERANSNONEDUCATIONBENEFITS","2016-2017","return true;","","","false","59"
"STUDENTTANFBENEFITS","2016-2017","return true;","","","false","129"
"STUDENTWICBENEFITS","2016-2017","return true;","","","false","130"
"STUNDENTSLEGALRESIDENCEBEFORE","2016-2017","return true;","","","false","18"
"UNACCOMPANIEDYOUTHDETERMINEDBYHUD","2016-2017","return true;","","","false","73"
"UNACCOMPANIEDYOUTHDETERMINEDBYSCHOOLDISTRICTLIAISON","2016-2017","return true;","","","false","72"
"VETERANOFUSARMEDFORCES","2016-2017","return true;","","","false","66"
"WORKINGONAMASTERSORDOCTORATEPROGRAM","2016-2017","return true;","","","false","64"
"ALIENREGISTRATIONNUMBER","2017-2018","return true;","","","false","14"
"AREYOUONACTIVEDUTYINUSARMEDFORCES","2017-2018","return true;","","","false","65"
"ASOFTODAYANEMANCIPATEDMINOR","2017-2018","return true;","","","false","70"
"ASOFTODAYINLEGALGUARDIANSHIP","2017-2018","return true;","","","false","71"
"ATRISKOFHOMELESSNESS","2017-2018","return true;","","","false","74"
"BORNBEFORE","2017-2018","return true;","","","false","62"
"CITIZENSHIPSTATUS","2017-2018","return true;","","","false","13"
"DATEAPPLICATIONCOMPLETED","2017-2018","return true;","","","false","152"
"DATEOFBIRTH","2017-2018","return true;","","","false","8"
"DEGREECERTIFICATE","2017-2018","return true;","","","false","32"
"DEPENDENCYOVERRIDE","2017-2018","return true;","","","false","163"
"DOYOUWANTSELECTIVESERVICETOREGISTERYOU","2017-2018","return true;","","","false","21"
"DRIVERLICENSENUMBER","2017-2018","return true;","","","false","10"
"DRIVERLICENSESTATE","2017-2018","return true;","","","false","11"
"DRUGCONVICTIONAFFECTINGELIGIBILITY","2017-2018","return true;","","","false","22"
"EMAILADDRESS","2017-2018","return true;","","","false","12"
"FAAFEDERALSCHOOLCODE","2017-2018","return true;","","","false","165"
"FEDERALSCHOOLCODE1","2017-2018","return true;","","","false","132"
"FEDERALSCHOOLCODE10","2017-2018","return true;","","","false","150"
"FEDERALSCHOOLCODE10HOUSINGPLANS","2017-2018","return true;","","","false","151"
"FEDERALSCHOOLCODE1HOUSINGPLANS","2017-2018","return true;","","","false","133"
"FEDERALSCHOOLCODE2","2017-2018","return true;","","","false","134"
"FEDERALSCHOOLCODE2HOUSINGPLANS","2017-2018","return true;","","","false","135"
"FEDERALSCHOOLCODE3","2017-2018","return true;","","","false","136"
"FEDERALSCHOOLCODE3HOUSINGPLANS","2017-2018","return true;","","","false","137"
"FEDERALSCHOOLCODE4","2017-2018","return true;","","","false","138"
"FEDERALSCHOOLCODE4HOUSINGPLANS","2017-2018","return true;","","","false","139"
"FEDERALSCHOOLCODE5","2017-2018","return true;","","","false","140"
"FEDERALSCHOOLCODE5HOUSINGPLANS","2017-2018","return true;","","","false","141"
"FEDERALSCHOOLCODE6","2017-2018","return true;","","","false","142"
"FEDERALSCHOOLCODE6HOUSINGPLANS","2017-2018","return true;","","","false","143"
"FEDERALSCHOOLCODE7","2017-2018","return true;","","","false","144"
"FEDERALSCHOOLCODE7HOUSINGPLANS","2017-2018","return true;","","","false","145"
"FEDERALSCHOOLCODE8","2017-2018","return true;","","","false","146"
"FEDERALSCHOOLCODE8HOUSINGPLANS","2017-2018","return true;","","","false","147"
"FEDERALSCHOOLCODE9","2017-2018","return true;","","","false","148"
"FEDERALSCHOOLCODE9HOUSINGPLANS","2017-2018","return true;","","","false","149"
"FIRSTBACHELORSDEGREEBY","2017-2018","return true;","","","false","30"
"GRADELEVELINCOLLEGE","2017-2018","return true;","","","false","31"
"HAVECHILDRENYOUSUPPORT","2017-2018","return true;","","","false","67"
"HAVELEGALDEPENDENTSOTHERTHANCHILDRENORSPOUSE","2017-2018","return true;","","","false","68"
"HIGHSCHOOLCITY","2017-2018","return true;","","","false","27"
"HIGHSCHOOLNAME","2017-2018","return true;","","","false","26"
"HIGHSCHOOLSTATE","2017-2018","return true;","","","false","28"
"HSDIPLOMAOREQUIVALENT","2017-2018","return true;","","","false","25"
"INTERESTEDINWORKSTUDY","2017-2018","return true;","","","false","33"
"ISSTUDENTMARRIED","2017-2018","return true;","","","false","63"
"LEGALSTATERESIDENCE","2017-2018","return true;","","","false","17"
"MAILINGADDRESS","2017-2018","return true;","","","false","3"
"MARITALSTATUSDATE","2017-2018","return true;","","","false","16"
"ORPHANWARDOFCOURTORFOSTERCARE","2017-2018","return true;","","","false","69"
"PARENT1DATEOFBIRTH","2017-2018","return true;","","","false","80"
"PARENT1FIRSTNAMEINITIAL","2017-2018","return true;","","","false","79"
"PARENT1HIGHESTGRADELEVELCOMPLETED","2017-2018","return true;","","","false","23"
"PARENT1INCOMEEARNEDFROMWORK","2017-2018","return true;","","","false","104"
"PARENT1LASTNAME","2017-2018","return true;","","","false","78"
"PARENT1SOCIALSECURITYNUMBER","2017-2018","return true;","","","false","77"
"PARENT2DATEOFBIRTH","2017-2018","return true;","","","false","84"
"PARENT2FIRSTNAMEINITIAL","2017-2018","return true;","","","false","83"
"PARENT2HIGHESTGRADELEVELCOMPLETED","2017-2018","return true;","","","false","24"
"PARENT2INCOMEEARNEDFROMWORK","2017-2018","return true;","","","false","105"
"PARENT2LASTNAME","2017-2018","return true;","","","false","82"
"PARENT2SOCIALSECURITYNUMBER","2017-2018","return true;","","","false","81"
"PARENTDISLOCATEDWORKER","2017-2018","return true;","","","false","100"
"PARENTFOODSTAMPBENEFITS","2017-2018","return true;","","","false","92"
"PARENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","2017-2018","return true;","","","false","93"
"PARENTSADJUSTEDGROSSINCOMEFROMIRSFORM","2017-2018","return true;","","","false","101"
"PARENTSBUSINESSANDORINVESTMENTFARMNETWORTH","2017-2018","return true;","","","false","108"
"PARENTSCASHSAVINGSANDCHECKING","2017-2018","return true;","","","false","106"
"PARENTSCHILDSUPPORTPAID","2017-2018","return true;","","","false","110"
"PARENTSCHILDSUPPORTRECEIVED","2017-2018","return true;","","","false","117"
"PARENTSCOMBATPAY","2017-2018","return true;","","","false","113"
"PARENTSCOOPERATIVEEDUCATION","2017-2018","return true;","","","false","114"
"PARENTSEDUCATIONALCREDITS","2017-2018","return true;","","","false","109"
"PARENTSELIGIBLETOFILE1040AOR1040EZ","2017-2018","return true;","","","false","99"
"PARENTSEMAILADDRESS","2017-2018","return true;","","","false","85"
"PARENTSEXEMPTIONSCLAIMED","2017-2018","return true;","","","false","103"
"PARENTSGRANTSCHOLARSHIPAID","2017-2018","return true;","","","false","112"
"PARENTSINTERESTINCOME","2017-2018","return true;","","","false","118"
"PARENTSINVESTMENTNETWORTH","2017-2018","return true;","","","false","107"
"PARENTSIRADISTRIBUTIONS","2017-2018","return true;","","","false","119"
"PARENTSIRAPAYMENTS","2017-2018","return true;","","","false","116"
"PARENTSLEGALRESIDENCEDATE","2017-2018","return true;","","","false","88"
"PARENTSLEGALRESIDENTSBEFORE","2017-2018","return true;","","","false","87"
"PARENTSMARITALSTATUS","2017-2018","return true;","","","false","75"
"PARENTSMARITALSTATUSDATE","2017-2018","return true;","","","false","76"
"PARENTSMILITARYCLERGYALLOWANCES","2017-2018","return true;","","","false","121"
"PARENTSNEEDBASEDEMPLOYMENT","2017-2018","return true;","","","false","111"
"PARENTSNUMBERINCOLLEGE","2017-2018","return true;","","","false","90"
"PARENTSNUMBEROFFAMILYMEMBERS","2017-2018","return true;","","","false","89"
"PARENTSOTHERUNTAXEDINCOME","2017-2018","return true;","","","false","123"
"PARENTSPENSIONPAYMENTS","2017-2018","return true;","","","false","115"
"PARENTSSTATEOFLEGALRESIDENCE","2017-2018","return true;","","","false","86"
"PARENTSTAXRETURNCOMPLETED","2017-2018","return true;","","","false","96"
"PARENTSTAXRETURNFILINGSTATUS","2017-2018","return true;","","","false","98"
"PARENTSTYPEOFTAXFORMUSED","2017-2018","return true;","","","false","97"
"PARENTSUNTAXEDPENSIONS","2017-2018","return true;","","","false","120"
"PARENTSUPPLEMENTALSECURITYINCOMEBENEFITS","2017-2018","return true;","","","false","91"
"PARENTSUSINCOMETAXPAID","2017-2018","return true;","","","false","102"
"PARENTSVETERANSNONEDUCATIONBENEFITS","2017-2018","return true;","","","false","122"
"PARENTTANFBENEFITS","2017-2018","return true;","","","false","94"
"PARENTWICBENEFITS","2017-2018","return true;","","","false","95"
"PERMANENTCITY","2017-2018","return true;","","","false","4"
"PERMANENTPHONENO","2017-2018","return true;","","","false","9"
"PERMANENTSTATE","2017-2018","return true;","","","false","5"
"PERMANENTZIPCODE","2017-2018","return true;","","","false","6"
"PREPARERSEMPLOYERIDENTIFICATIONNUMBEREIN","2017-2018","return true;","","","false","155"
"PREPARERSSIGNATURE","2017-2018","return true;","","","false","156"
"PREPARERSSOCIALSECURITYNUMBER","2017-2018","return true;","","","false","154"
"PROFESSIONALJUDGMENT","2017-2018","return true;","","","false","164"
"SIGNEDBY","2017-2018","return true;","","","false","153"
"SPOUSESINCOMEEARNEDFROMWORK","2017-2018","return true;","","","false","42"
"STUDENTELIGIBLETOFILE1040AOR1040EZ","2017-2018","return true;","","","false","37"
"STUDENTFIRSTNAME","2017-2018","return true;","","","false","1"
"STUDENTFOODSTAMPBENEFITS","2017-2018","return true;","","","false","127"
"STUDENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","2017-2018","return true;","","","false","128"
"STUDENTLASTNAME","2017-2018","return true;","","","false","0"
"STUDENTLEGALRESDATE","2017-2018","return true;","","","false","19"
"STUDENTMARITALSTATUS","2017-2018","return true;","","","false","15"
"STUDENTMIDDLEINITIAL","2017-2018","return true;","","","false","2"
"STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM","2017-2018","return true;","","","false","38"
"STUDENTSBUSINESSANDORINVESTMENTFARMNETWORTH","2017-2018","return true;","","","false","45"
"STUDENTSCASHSAVINGSANDCHECKING","2017-2018","return true;","","","false","43"
"STUDENTSCHILDSUPPORTPAID","2017-2018","return true;","","","false","47"
"STUDENTSCHILDSUPPORTRECEIVED","2017-2018","return true;","","","false","54"
"STUDENTSCOMBATPAY","2017-2018","return true;","","","false","50"
"STUDENTSCOOPERATIVEEDUCATION","2017-2018","return true;","","","false","51"
"STUDENTSEDUCATIONALCREDITS","2017-2018","return true;","","","false","46"
"STUDENTSEX","2017-2018","return true;","","","false","20"
"STUDENTSEXEMPTIONSCLAIMED","2017-2018","return true;","","","false","40"
"STUDENTSGRANTSCHOLARSHIPAID","2017-2018","return true;","","","false","49"
"STUDENTSINCOMEEARNEDFROMWORK","2017-2018","return true;","","","false","41"
"STUDENTSINTERESTINCOME","2017-2018","return true;","","","false","55"
"STUDENTSINVESTMENTNETWORTH","2017-2018","return true;","","","false","44"
"STUDENTSIRADISTRIBUTIONS","2017-2018","return true;","","","false","56"
"STUDENTSIRAPAYMENTS","2017-2018","return true;","","","false","53"
"STUDENTSMILITARYCLERGYALLOWANCES","2017-2018","return true;","","","false","58"
"STUDENTSNEEDBASEDEMPLOYMENT","2017-2018","return true;","","","false","48"
"STUDENTSNUMBERINCOLLEGE","2017-2018","return true;","","","false","125"
"STUDENTSNUMBEROFFAMILYMEMBERS","2017-2018","return true;","","","false","124"
"STUDENTSOTHERNONREPORTEDMONEY","2017-2018","return true;","","","false","61"
"STUDENTSOTHERUNTAXEDINCOME","2017-2018","return true;","","","false","60"
"STUDENTSPENSIONPAYMENTS","2017-2018","return true;","","","false","52"
"STUDENTSPOUSEDISLOCATEDWORKER","2017-2018","return true;","","","false","131"
"STUDENTSSN","2017-2018","return true;","","","false","7"
"STUDENTSTAXRETURNCOMPLETED","2017-2018","return true;","","","false","34"
"STUDENTSTAXRETURNFILINGSTATUS","2017-2018","return true;","","","false","36"
"STUDENTSTYPEOFTAXFORMUSED","2017-2018","return true;","","","false","35"
"STUDENTSUNTAXEDPENSIONS","2017-2018","return true;","","","false","57"
"STUDENTSUPPLEMENTALSECURITYINCOMEBENEFITS","2017-2018","return true;","","","false","126"
"STUDENTSUSINCOMETAXPAID","2017-2018","return true;","","","false","39"
"STUDENTSVETERANSNONEDUCATIONBENEFITS","2017-2018","return true;","","","false","59"
"STUDENTTANFBENEFITS","2017-2018","return true;","","","false","129"
"STUDENTWICBENEFITS","2017-2018","return true;","","","false","130"
"STUNDENTSLEGALRESIDENCEBEFORE","2017-2018","return true;","","","false","18"
"UNACCOMPANIEDYOUTHDETERMINEDBYHUD","2017-2018","return true;","","","false","73"
"UNACCOMPANIEDYOUTHDETERMINEDBYSCHOOLDISTRICTLIAISON","2017-2018","return true;","","","false","72"
"VETERANOFUSARMEDFORCES","2017-2018","return true;","","","false","66"
"WORKINGONAMASTERSORDOCTORATEPROGRAM","2017-2018","return true;","","","false","64"
"ALIENREGISTRATIONNUMBER","2018-2019","return true;","","","false","14"
"AREYOUONACTIVEDUTYINUSARMEDFORCES","2018-2019","return true;","","","false","65"
"ASOFTODAYANEMANCIPATEDMINOR","2018-2019","return true;","","","false","70"
"ASOFTODAYINLEGALGUARDIANSHIP","2018-2019","return true;","","","false","71"
"ATRISKOFHOMELESSNESS","2018-2019","return true;","","","false","74"
"BORNBEFORE","2018-2019","return true;","","","false","62"
"CITIZENSHIPSTATUS","2018-2019","return true;","","","false","13"
"DATEAPPLICATIONCOMPLETED","2018-2019","return true;","","","false","152"
"DATEOFBIRTH","2018-2019","return true;","","","false","8"
"DEGREECERTIFICATE","2018-2019","return true;","","","false","32"
"DEPENDENCYOVERRIDE","2018-2019","return true;","","","false","163"
"DOYOUWANTSELECTIVESERVICETOREGISTERYOU","2018-2019","return true;","","","false","21"
"DRIVERLICENSENUMBER","2018-2019","return true;","","","false","10"
"DRIVERLICENSESTATE","2018-2019","return true;","","","false","11"
"DRUGCONVICTIONAFFECTINGELIGIBILITY","2018-2019","return true;","","","false","22"
"EMAILADDRESS","2018-2019","return true;","","","false","12"
"FAAFEDERALSCHOOLCODE","2018-2019","return true;","","","false","165"
"FEDERALSCHOOLCODE1","2018-2019","return true;","","","false","132"
"FEDERALSCHOOLCODE10","2018-2019","return true;","","","false","150"
"FEDERALSCHOOLCODE10HOUSINGPLANS","2018-2019","return true;","","","false","151"
"FEDERALSCHOOLCODE1HOUSINGPLANS","2018-2019","return true;","","","false","133"
"FEDERALSCHOOLCODE2","2018-2019","return true;","","","false","134"
"FEDERALSCHOOLCODE2HOUSINGPLANS","2018-2019","return true;","","","false","135"
"FEDERALSCHOOLCODE3","2018-2019","return true;","","","false","136"
"FEDERALSCHOOLCODE3HOUSINGPLANS","2018-2019","return true;","","","false","137"
"FEDERALSCHOOLCODE4","2018-2019","return true;","","","false","138"
"FEDERALSCHOOLCODE4HOUSINGPLANS","2018-2019","return true;","","","false","139"
"FEDERALSCHOOLCODE5","2018-2019","return true;","","","false","140"
"FEDERALSCHOOLCODE5HOUSINGPLANS","2018-2019","return true;","","","false","141"
"FEDERALSCHOOLCODE6","2018-2019","return true;","","","false","142"
"FEDERALSCHOOLCODE6HOUSINGPLANS","2018-2019","return true;","","","false","143"
"FEDERALSCHOOLCODE7","2018-2019","return true;","","","false","144"
"FEDERALSCHOOLCODE7HOUSINGPLANS","2018-2019","return true;","","","false","145"
"FEDERALSCHOOLCODE8","2018-2019","return true;","","","false","146"
"FEDERALSCHOOLCODE8HOUSINGPLANS","2018-2019","return true;","","","false","147"
"FEDERALSCHOOLCODE9","2018-2019","return true;","","","false","148"
"FEDERALSCHOOLCODE9HOUSINGPLANS","2018-2019","return true;","","","false","149"
"FIRSTBACHELORSDEGREEBY","2018-2019","return true;","","","false","30"
"GRADELEVELINCOLLEGE","2018-2019","return true;","","","false","31"
"HAVECHILDRENYOUSUPPORT","2018-2019","return true;","","","false","67"
"HAVELEGALDEPENDENTSOTHERTHANCHILDRENORSPOUSE","2018-2019","return true;","","","false","68"
"HIGHSCHOOLCITY","2018-2019","return true;","","","false","27"
"HIGHSCHOOLNAME","2018-2019","return true;","","","false","26"
"HIGHSCHOOLSTATE","2018-2019","return true;","","","false","28"
"HSDIPLOMAOREQUIVALENT","2018-2019","return true;","","","false","25"
"INTERESTEDINWORKSTUDY","2018-2019","return true;","","","false","33"
"ISSTUDENTMARRIED","2018-2019","return true;","","","false","63"
"LEGALSTATERESIDENCE","2018-2019","return true;","","","false","17"
"MAILINGADDRESS","2018-2019","return true;","","","false","3"
"MARITALSTATUSDATE","2018-2019","return true;","","","false","16"
"ORPHANWARDOFCOURTORFOSTERCARE","2018-2019","return true;","","","false","69"
"PARENT1DATEOFBIRTH","2018-2019","return true;","","","false","80"
"PARENT1FIRSTNAMEINITIAL","2018-2019","return true;","","","false","79"
"PARENT1HIGHESTGRADELEVELCOMPLETED","2018-2019","return true;","","","false","23"
"PARENT1INCOMEEARNEDFROMWORK","2018-2019","return true;","","","false","104"
"PARENT1LASTNAME","2018-2019","return true;","","","false","78"
"PARENT1SOCIALSECURITYNUMBER","2018-2019","return true;","","","false","77"
"PARENT2DATEOFBIRTH","2018-2019","return true;","","","false","84"
"PARENT2FIRSTNAMEINITIAL","2018-2019","return true;","","","false","83"
"PARENT2HIGHESTGRADELEVELCOMPLETED","2018-2019","return true;","","","false","24"
"PARENT2INCOMEEARNEDFROMWORK","2018-2019","return true;","","","false","105"
"PARENT2LASTNAME","2018-2019","return true;","","","false","82"
"PARENT2SOCIALSECURITYNUMBER","2018-2019","return true;","","","false","81"
"PARENTDISLOCATEDWORKER","2018-2019","return true;","","","false","100"
"PARENTFOODSTAMPBENEFITS","2018-2019","return true;","","","false","92"
"PARENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","2018-2019","return true;","","","false","93"
"PARENTSADJUSTEDGROSSINCOMEFROMIRSFORM","2018-2019","return true;","","","false","101"
"PARENTSBUSINESSANDORINVESTMENTFARMNETWORTH","2018-2019","return true;","","","false","108"
"PARENTSCASHSAVINGSANDCHECKING","2018-2019","return true;","","","false","106"
"PARENTSCHILDSUPPORTPAID","2018-2019","return true;","","","false","110"
"PARENTSCHILDSUPPORTRECEIVED","2018-2019","return true;","","","false","117"
"PARENTSCOMBATPAY","2018-2019","return true;","","","false","113"
"PARENTSCOOPERATIVEEDUCATION","2018-2019","return true;","","","false","114"
"PARENTSEDUCATIONALCREDITS","2018-2019","return true;","","","false","109"
"PARENTSELIGIBLETOFILE1040AOR1040EZ","2018-2019","return true;","","","false","99"
"PARENTSEMAILADDRESS","2018-2019","return true;","","","false","85"
"PARENTSEXEMPTIONSCLAIMED","2018-2019","return true;","","","false","103"
"PARENTSGRANTSCHOLARSHIPAID","2018-2019","return true;","","","false","112"
"PARENTSINTERESTINCOME","2018-2019","return true;","","","false","118"
"PARENTSINVESTMENTNETWORTH","2018-2019","return true;","","","false","107"
"PARENTSIRADISTRIBUTIONS","2018-2019","return true;","","","false","119"
"PARENTSIRAPAYMENTS","2018-2019","return true;","","","false","116"
"PARENTSLEGALRESIDENCEDATE","2018-2019","return true;","","","false","88"
"PARENTSLEGALRESIDENTSBEFORE","2018-2019","return true;","","","false","87"
"PARENTSMARITALSTATUS","2018-2019","return true;","","","false","75"
"PARENTSMARITALSTATUSDATE","2018-2019","return true;","","","false","76"
"PARENTSMILITARYCLERGYALLOWANCES","2018-2019","return true;","","","false","121"
"PARENTSNEEDBASEDEMPLOYMENT","2018-2019","return true;","","","false","111"
"PARENTSNUMBERINCOLLEGE","2018-2019","return true;","","","false","90"
"PARENTSNUMBEROFFAMILYMEMBERS","2018-2019","return true;","","","false","89"
"PARENTSOTHERUNTAXEDINCOME","2018-2019","return true;","","","false","123"
"PARENTSPENSIONPAYMENTS","2018-2019","return true;","","","false","115"
"PARENTSSTATEOFLEGALRESIDENCE","2018-2019","return true;","","","false","86"
